filename,v_rms
GameConsole_PS3_r2_MK2_20151115002346.csv,227.2899040613523
GameConsole_WII_r2_MK2_20151115004217.csv,227.3971580758326
GameConsole_WII_r2_MK2_20151115004234.csv,227.69703819162874
GameConsole_WII_r2_MK2_20151115004310.csv,227.59535015289015
GameConsole_WII_r2_MK2_20151115004335.csv,227.63771238218547
GameConsole_WII_r2_MK2_20151115004401.csv,227.59643726890565
GameConsole_WII_r2_MK2_20151115004429.csv,227.49888496832224
GameConsole_WII_r2_MK2_20151115004457.csv,227.24593768231105
GameConsole_WII_r2_MK2_20151115004520.csv,227.3011910820142
GameConsole_WII_r2_MK2_20151115004549.csv,227.74233023526452
GameConsole_WII_r2_MK2_20151115004611.csv,227.49934990002504
GameConsole_PS1_r2_MK2_20151115005043.csv,227.2538451723093
GameConsole_PS1_r2_MK2_20151115005055.csv,227.1508086823499
GameConsole_PS1_r2_MK2_20151115005107.csv,227.22664963220362
GameConsole_PS1_r2_MK2_20151115005118.csv,227.1590097338014
GameConsole_PS1_r2_MK2_20151115005130.csv,227.22107977786524
GameConsole_PS1_r2_MK2_20151115005142.csv,227.5737451897984
GameConsole_PS1_r2_MK2_20151115005154.csv,227.65720531206082
GameConsole_PS1_r2_MK2_20151115005207.csv,227.44038627616214
GameConsole_PS1_r2_MK2_20151115005220.csv,227.583030399941
GameConsole_PS1_r2_MK2_20151115005233.csv,227.52338821813618
GameConsole_SegaMegaDrive_r2_MK2_20151115010518.csv,227.99876605857344
GameConsole_SegaMegaDrive_r2_MK2_20151115010629.csv,227.7542862825301
GameConsole_SegaMegaDrive_r2_MK2_20151115010734.csv,227.42651816057065
GameConsole_SegaMegaDrive_r2_MK2_20151115010810.csv,227.7182553378503
GameConsole_SegaMegaDrive_r2_MK2_20151115010833.csv,227.80619897624896
GameConsole_SegaMegaDrive_r2_MK2_20151115010908.csv,227.63320496894545
GameConsole_SegaMegaDrive_r2_MK2_20151115010946.csv,227.68671551344417
GameConsole_SegaMegaDrive_r2_MK2_20151115011008.csv,227.701188225746
GameConsole_SegaMegaDrive_r2_MK2_20151115011028.csv,227.636889429668
GameConsole_SegaMegaDrive_r2_MK2_20151115011056.csv,227.5942778327592
TV_Fujitsu_r2_MK2_20151115123924.csv,226.15338080861218
TV_Fujitsu_r2_MK2_20151115123943.csv,225.76513159381477
TV_Fujitsu_r2_MK2_20151115124003.csv,225.45997629314465
TV_Fujitsu_r2_MK2_20151115124024.csv,224.61287079793277
TV_Fujitsu_r2_MK2_20151115124043.csv,224.87232518047566
TV_Fujitsu_r2_MK2_20151115124110.csv,224.94527159296896
TV_Fujitsu_r2_MK2_20151115124132.csv,225.4335519031487
TV_Fujitsu_r2_MK2_20151115124159.csv,225.470870181184
TV_Fujitsu_r2_MK2_20151115124227.csv,226.3776430429991
TV_Fujitsu_r2_MK2_20151115124255.csv,225.90563438265977
WashingMachine_Privileg_r2_MK2_20151115132244.csv,226.61610290566685
WashingMachine_Privileg_r2_MK2_20151115132324.csv,226.3930355000945
WashingMachine_Privileg_r2_MK2_20151115132341.csv,226.3531852876201
WashingMachine_Privileg_r2_MK2_20151115132402.csv,226.78957812988455
WashingMachine_Privileg_r2_MK2_20151115132423.csv,226.76835125600857
WashingMachine_Privileg_r2_MK2_20151115132448.csv,227.09426494996276
WashingMachine_Privileg_r2_MK2_20151115132508.csv,226.83614310688287
WashingMachine_Privileg_r2_MK2_20151115132526.csv,226.9535874274542
WashingMachine_Privileg_r2_MK2_20151115132539.csv,227.4442302341699
WashingMachine_Privileg_r2_MK2_20151115132554.csv,227.08349979875612
GuitarAmp_Marshall8240_r2_MK2_20151115133402.csv,225.48118146328085
GuitarAmp_Marshall8240_r2_MK2_20151115133529.csv,224.8085239991248
GuitarAmp_Marshall8240_r2_MK2_20151115133553.csv,225.5521645725708
GuitarAmp_Marshall8240_r2_MK2_20151115133650.csv,225.26515272253042
GuitarAmp_Marshall8240_r2_MK2_20151115133713.csv,225.47596845425534
GuitarAmp_Marshall8240_r2_MK2_20151115133742.csv,225.13792763082643
GuitarAmp_Marshall8240_r2_MK2_20151115134807.csv,226.1371826791576
GuitarAmp_Marshall8240_r2_MK2_20151115134820.csv,225.86821374029827
GuitarAmp_Marshall8240_r2_MK2_20151115134835.csv,225.2950618244488
GuitarAmp_Marshall8240_r2_MK2_20151115134900.csv,225.68449556735496
ShoeWarmer_Enka_r3_MK2_20151121185158.csv,232.67038591642384
ShoeWarmer_Enka_r3_MK2_20151121185211.csv,230.43007449670625
ShoeWarmer_Enka_r3_MK2_20151121185221.csv,233.7073992834799
ShoeWarmer_Enka_r3_MK2_20151121185231.csv,233.6473209118391
ShoeWarmer_Enka_r3_MK2_20151121185240.csv,231.97018049812178
ShoeWarmer_Enka_r3_MK2_20151121185306.csv,232.8393852833628
ShoeWarmer_Enka_r3_MK2_20151121185319.csv,231.43743741772585
ShoeWarmer_Enka_r3_MK2_20151121185333.csv,232.66737715962572
ShoeWarmer_Enka_r3_MK2_20151121185346.csv,233.21481641659327
ShoeWarmer_Enka_r3_MK2_20151121185356.csv,231.48032429789117
SewingMachine_Veritas_r3_MK2_20151121190301.csv,232.55728628017513
SewingMachine_Veritas_r3_MK2_20151121190321.csv,232.78919220222718
SewingMachine_Veritas_r3_MK2_20151121190344.csv,231.86842723838842
SewingMachine_Veritas_r3_MK2_20151121190412.csv,229.4873154930931
SewingMachine_Veritas_r3_MK2_20151121190429.csv,230.34113673096346
SewingMachine_Veritas_r3_MK2_20151121190506.csv,230.14049048556134
SewingMachine_Veritas_r3_MK2_20151121190536.csv,229.53194828315807
SewingMachine_Veritas_r3_MK2_20151121190552.csv,230.52607560925443
SewingMachine_Veritas_r3_MK2_20151121190609.csv,229.60688959010227
SewingMachine_Veritas_r3_MK2_20151121190647.csv,230.8424760909669
Kettle_AlaskaWK2209N_r3_MK2_20151122120437.csv,229.465275312055
Kettle_AlaskaWK2209N_r3_MK2_20151122120449.csv,228.80598617459293
Kettle_AlaskaWK2209N_r3_MK2_20151122120457.csv,228.95015682554728
Kettle_AlaskaWK2209N_r3_MK2_20151122120505.csv,228.81821747776036
Kettle_AlaskaWK2209N_r3_MK2_20151122120513.csv,228.54363668539116
Kettle_AlaskaWK2209N_r3_MK2_20151122120522.csv,228.82854416360468
Kettle_AlaskaWK2209N_r3_MK2_20151122120532.csv,228.33152804783825
Kettle_AlaskaWK2209N_r3_MK2_20151122120541.csv,228.3306749768227
Kettle_AlaskaWK2209N_r3_MK2_20151122120549.csv,228.40184658419986
Kettle_AlaskaWK2209N_r3_MK2_20151122120558.csv,228.87677842409485
Toaster_TeamKalorik_r3_MK2_20151122121129.csv,229.96035988488077
Toaster_TeamKalorik_r3_MK2_20151122121138.csv,230.2134326585453
Toaster_TeamKalorik_r3_MK2_20151122121147.csv,230.07026350634982
Toaster_TeamKalorik_r3_MK2_20151122121155.csv,229.9769883071576
Toaster_TeamKalorik_r3_MK2_20151122121203.csv,229.99720177616885
Toaster_TeamKalorik_r3_MK2_20151122121210.csv,229.67051862604407
Toaster_TeamKalorik_r3_MK2_20151122121217.csv,230.0306082654162
Toaster_TeamKalorik_r3_MK2_20151122121225.csv,230.0350358570762
Toaster_TeamKalorik_r3_MK2_20151122121233.csv,229.87388640277078
Toaster_TeamKalorik_r3_MK2_20151122121243.csv,229.9428846784739
CoffeeMachine_AlaskaCM2209m_r3_MK2_20151122122034.csv,229.15673974421713
CoffeeMachine_AlaskaCM2209m_r3_MK2_20151122122042.csv,229.27654901579749
CoffeeMachine_AlaskaCM2209m_r3_MK2_20151122122050.csv,229.19590668346265
CoffeeMachine_AlaskaCM2209m_r3_MK2_20151122122104.csv,229.53802140968523
CoffeeMachine_AlaskaCM2209m_r3_MK2_20151122122111.csv,229.74846021123383
CoffeeMachine_AlaskaCM2209m_r3_MK2_20151122122122.csv,230.05571241598795
CoffeeMachine_AlaskaCM2209m_r3_MK2_20151122122135.csv,229.32162377102267
CoffeeMachine_AlaskaCM2209m_r3_MK2_20151122122147.csv,229.81687525534736
CoffeeMachine_AlaskaCM2209m_r3_MK2_20151122122157.csv,230.00451973703696
CoffeeMachine_AlaskaCM2209m_r3_MK2_20151122122228.csv,230.08707264869534
HairDryer_Tedi_r3_MK2_20151122122943.csv,227.91270565069598
HairDryer_Tedi_r3_MK2_20151122122957.csv,228.2083625505727
HairDryer_Tedi_r3_MK2_20151122123009.csv,228.2505462637874
HairDryer_Tedi_r3_MK2_20151122123021.csv,227.95964636309088
HairDryer_Tedi_r3_MK2_20151122123031.csv,228.06596417728497
HairDryer_Tedi_r3_MK2_20151122123040.csv,228.40678428544336
HairDryer_Tedi_r3_MK2_20151122123048.csv,228.34998080986597
HairDryer_Tedi_r3_MK2_20151122123056.csv,228.3687102939562
HairDryer_Tedi_r3_MK2_20151122123105.csv,228.3412716069183
HairDryer_Tedi_r3_MK2_20151122123116.csv,228.36901003260502
Charger_SamsungTravelAdapter2A_r3_MK2_20151122124858.csv,230.4108480263473
Charger_SamsungTravelAdapter2A_r3_MK2_20151122125113.csv,230.2162809887487
Charger_SamsungTravelAdapter2A_r3_MK2_20151122125120.csv,230.50312706268215
Charger_SamsungTravelAdapter2A_r3_MK2_20151122125129.csv,230.49097974790777
Charger_SamsungTravelAdapter2A_r3_MK2_20151122125137.csv,230.4231525088662
Charger_SamsungTravelAdapter2A_r3_MK2_20151122125145.csv,230.3549386506189
Charger_SamsungTravelAdapter2A_r3_MK2_20151122125154.csv,230.22842397440343
Charger_SamsungTravelAdapter2A_r3_MK2_20151122125202.csv,230.02880741143008
Charger_SamsungTravelAdapter2A_r3_MK2_20151122125213.csv,230.34952620614862
Charger_SamsungTravelAdapter2A_r3_MK2_20151122125222.csv,230.29012794784515
Charger_Hahnel_r3_MK2_20151122125920.csv,230.7311114084709
Charger_Hahnel_r3_MK2_20151122125934.csv,230.77620748808673
Charger_Hahnel_r3_MK2_20151122125945.csv,231.00855800794562
Charger_Hahnel_r3_MK2_20151122125957.csv,230.88031630050165
Charger_Hahnel_r3_MK2_20151122130007.csv,230.91819621298458
Charger_Hahnel_r3_MK2_20151122130014.csv,231.0213601355739
Charger_Hahnel_r3_MK2_20151122130024.csv,231.26272255699118
Charger_Hahnel_r3_MK2_20151122130035.csv,231.21315608503127
Charger_Hahnel_r3_MK2_20151122130043.csv,231.4005434131477
Charger_Hahnel_r3_MK2_20151122130054.csv,231.61109942317773
Microwave_Privileg8020_r3_MK2_20151122130435.csv,230.64577338885758
Microwave_Privileg8020_r3_MK2_20151122130443.csv,230.39473705507598
Microwave_Privileg8020_r3_MK2_20151122130451.csv,230.42650776693444
Microwave_Privileg8020_r3_MK2_20151122130501.csv,226.95170616601072
Microwave_Privileg8020_r3_MK2_20151122130510.csv,226.96033136683408
Microwave_Privileg8020_r3_MK2_20151122130519.csv,227.0524801130185
Microwave_Privileg8020_r3_MK2_20151122130529.csv,227.02576459753263
Microwave_Privileg8020_r3_MK2_20151122130538.csv,227.17430180359028
Microwave_Privileg8020_r3_MK2_20151122130547.csv,227.27402155647823
Microwave_Privileg8020_r3_MK2_20151122130558.csv,227.013286321231
LightBulb_Osram25W_r1_MK2_20151123175212.csv,229.71052466262174
LightBulb_Osram25W_r1_MK2_20151123175220.csv,229.65806111153827
LightBulb_Osram25W_r1_MK2_20151123175227.csv,229.61571599842432
LightBulb_Osram25W_r1_MK2_20151123175235.csv,229.614005352324
LightBulb_Osram25W_r1_MK2_20151123175242.csv,229.54733429593975
LightBulb_Osram25W_r1_MK2_20151123175248.csv,229.6657665406646
LightBulb_Osram25W_r1_MK2_20151123175255.csv,229.67744574558006
LightBulb_Osram25W_r1_MK2_20151123175302.csv,229.54768032664748
LightBulb_Osram25W_r1_MK2_20151123175309.csv,229.78943739135204
LightBulb_Osram25W_r1_MK2_20151123175316.csv,229.76720530121437
Heater_Heller_r1_MK1_20151202124754.csv,224.49499080038572
Heater_Heller_r1_MK1_20151202124803.csv,224.64244006571676
Heater_Heller_r1_MK1_20151202124813.csv,225.08313427616685
Heater_Heller_r1_MK1_20151202124821.csv,225.129301452847
Heater_Heller_r1_MK1_20151202124829.csv,225.0158792784271
Heater_Heller_r1_MK1_20151202124837.csv,224.73442532611725
Heater_Heller_r1_MK1_20151202124846.csv,224.86619276781823
Heater_Heller_r1_MK1_20151202124857.csv,225.0069959186037
Heater_Heller_r1_MK1_20151202124907.csv,224.71577810497084
Heater_Heller_r1_MK1_20151202124917.csv,224.84838844762928
VacuumCleaner_Vento_r1_MK1_20151203134057.csv,226.12289817937636
VacuumCleaner_Vento_r1_MK1_20151203134115.csv,225.79535325984574
VacuumCleaner_Vento_r1_MK1_20151203134128.csv,226.12279525442474
VacuumCleaner_Vento_r1_MK1_20151203134145.csv,225.81662418779177
VacuumCleaner_Vento_r1_MK1_20151203134201.csv,226.1113561402351
VacuumCleaner_Vento_r1_MK1_20151203134217.csv,225.81492387121065
VacuumCleaner_Vento_r1_MK1_20151203134237.csv,226.03493258965437
VacuumCleaner_Vento_r1_MK1_20151203134257.csv,226.0094158494375
VacuumCleaner_Vento_r1_MK1_20151203134316.csv,225.92194379699285
VacuumCleaner_Vento_r1_MK1_20151203134336.csv,225.96961077856704
VacuumCleaner_Nilfisk_r1_MK1_20151203140259.csv,227.6103575535651
VacuumCleaner_Nilfisk_r1_MK1_20151203140323.csv,227.17719794493374
VacuumCleaner_Nilfisk_r1_MK1_20151203140337.csv,227.58434813301096
VacuumCleaner_Nilfisk_r1_MK1_20151203140353.csv,227.2853322351309
VacuumCleaner_Nilfisk_r1_MK1_20151203140413.csv,227.55527163063863
VacuumCleaner_Nilfisk_r1_MK1_20151203140441.csv,227.47161284106338
VacuumCleaner_Nilfisk_r1_MK1_20151203140506.csv,227.01293568598638
VacuumCleaner_Nilfisk_r1_MK1_20151203140602.csv,227.08296875214893
VacuumCleaner_Nilfisk_r1_MK1_20151203140627.csv,227.3756253946507
VacuumCleaner_Nilfisk_r1_MK1_20151203140659.csv,227.5364344456519
Projector_Epson_r1_MK1_20151203142158.csv,228.4872083008418
Projector_Epson_r1_MK1_20151203142247.csv,228.72314056308667
Projector_Epson_r1_MK1_20151203142316.csv,228.91718622963535
Projector_Epson_r1_MK1_20151203142347.csv,228.68612570200887
Projector_Epson_r1_MK1_20151203142448.csv,228.80476069703388
Projector_Epson_r1_MK1_20151203142554.csv,228.7991812074209
Projector_Epson_r1_MK1_20151203142919.csv,229.4169418255323
Projector_Epson_r1_MK1_20151203142949.csv,229.44441580514186
Projector_Epson_r1_MK1_20151203143032.csv,229.40628527094685
Projector_Epson_r1_MK1_20151203143103.csv,229.29117969232243
Kettle_IdeenWelt_r1_MK2_20151214125743.csv,221.59281815435094
Kettle_IdeenWelt_r1_MK2_20151214125751.csv,221.57984909938006
Kettle_IdeenWelt_r1_MK2_20151214125800.csv,221.52919919104875
Kettle_IdeenWelt_r1_MK2_20151214125808.csv,221.50276008166546
Kettle_IdeenWelt_r1_MK2_20151214125816.csv,221.39711219402605
Kettle_IdeenWelt_r1_MK2_20151214125826.csv,221.2003616873685
Kettle_IdeenWelt_r1_MK2_20151214125836.csv,221.03614295506205
Kettle_IdeenWelt_r1_MK2_20151214125845.csv,220.88302310699714
Kettle_IdeenWelt_r1_MK2_20151214125854.csv,220.87557154424536
Kettle_IdeenWelt_r1_MK2_20151214125903.csv,220.80358670481047
ShoeWarmer_ThermIc_r2_MK2_20151214130053.csv,226.18546824500928
ShoeWarmer_ThermIc_r2_MK2_20151214130101.csv,226.19335156766226
ShoeWarmer_ThermIc_r2_MK2_20151214130110.csv,226.09070170506698
ShoeWarmer_ThermIc_r2_MK2_20151214130118.csv,226.17539468406613
ShoeWarmer_ThermIc_r2_MK2_20151214130126.csv,226.37065365905985
ShoeWarmer_ThermIc_r2_MK2_20151214130135.csv,226.34293864118348
ShoeWarmer_ThermIc_r2_MK2_20151214130143.csv,226.2597130261354
ShoeWarmer_ThermIc_r2_MK2_20151214130152.csv,226.08461174450284
ShoeWarmer_ThermIc_r2_MK2_20151214130202.csv,226.02860357265527
ShoeWarmer_ThermIc_r2_MK2_20151214130212.csv,225.9257111607859
HairDryer_BraunSatinHair_r3_MK1_20151220010253.csv,232.53306582086273
HairDryer_BraunSatinHair_r3_MK1_20151220010305.csv,232.56482876430496
HairDryer_BraunSatinHair_r3_MK1_20151220010315.csv,232.63949811876756
HairDryer_BraunSatinHair_r3_MK1_20151220010324.csv,232.65673705053757
HairDryer_BraunSatinHair_r3_MK1_20151220010333.csv,232.50543174765892
HairDryer_BraunSatinHair_r3_MK1_20151220010345.csv,232.36910363318435
HairDryer_BraunSatinHair_r3_MK1_20151220010355.csv,232.33060359425644
HairDryer_BraunSatinHair_r3_MK1_20151220010406.csv,232.33701940835942
HairDryer_BraunSatinHair_r3_MK1_20151220010423.csv,232.35984252349868
HairDryer_BraunSatinHair_r3_MK1_20151220010445.csv,232.684227416042
CFL_PhilipsGenie8W_r6_MK1_20151229102715.csv,230.4589948111032
CFL_PhilipsGenie8W_r6_MK1_20151229102659.csv,230.32078644716867
CFL_PhilipsGenie8W_r6_MK1_20151229102724.csv,230.3445482802426
CFL_PhilipsGenie8W_r6_MK1_20151229102756.csv,231.0894974336046
CFL_PhilipsGenie8W_r6_MK1_20151229102743.csv,230.47922337300227
CFL_PhilipsGenie8W_r6_MK1_20151229102734.csv,230.10666793587015
CFL_PhilipsGenie8W_r6_MK1_20151229102825.csv,230.59576443844117
CFL_PhilipsGenie8W_r6_MK1_20151229102805.csv,231.22342694599783
CFL_PhilipsGenie8W_r6_MK1_20151229102816.csv,230.82436073253226
CFL_PhilipsGenie8W_r6_MK1_20151229102835.csv,230.34234453945172
Fan_ChingHai35W_r6_MK1_20151229103757.csv,231.4491148779294
Fan_ChingHai35W_r6_MK1_20151229103625.csv,231.18510078375587
Fan_ChingHai35W_r6_MK1_20151229103815.csv,231.47000591685034
Fan_ChingHai35W_r6_MK1_20151229103736.csv,231.9941994508106
Fan_ChingHai35W_r6_MK1_20151229103713.csv,231.16605365069108
Fan_ChingHai35W_r6_MK1_20151229103607.csv,231.44609300294707
Fan_ChingHai35W_r6_MK1_20151229103652.csv,231.18509984212724
Fan_ChingHai35W_r6_MK1_20151229103850.csv,231.63452839306117
Fan_ChingHai35W_r6_MK1_20151229103832.csv,231.25465489141362
Fan_ChingHai35W_r6_MK1_20151229103908.csv,231.71899499723466
HairDryer_BaBylissPro_r6_MK1_20151229103034.csv,228.8693145276636
HairDryer_BaBylissPro_r6_MK1_20151229103100.csv,229.78217974597686
HairDryer_BaBylissPro_r6_MK1_20151229103133.csv,230.14533774192898
HairDryer_BaBylissPro_r6_MK1_20151229103231.csv,230.35526232436524
HairDryer_BaBylissPro_r6_MK1_20151229103118.csv,229.93742185708334
HairDryer_BaBylissPro_r6_MK1_20151229103045.csv,229.49900055308154
HairDryer_BaBylissPro_r6_MK1_20151229103144.csv,230.38584479799334
HairDryer_BaBylissPro_r6_MK1_20151229103154.csv,229.93687879912886
HairDryer_BaBylissPro_r6_MK1_20151229103222.csv,230.10739307079754
Kettle_TCM_r6_MK1_20151229104155.csv,224.10668497656528
HairDryer_BaBylissPro_r6_MK1_20151229103209.csv,230.0890902069103
Kettle_TCM_r6_MK1_20151229104215.csv,223.99284250993003
Kettle_TCM_r6_MK1_20151229104303.csv,224.41180815848068
Kettle_TCM_r6_MK1_20151229104245.csv,224.54561861473374
Kettle_TCM_r6_MK1_20151229104205.csv,223.99209289626296
Kettle_TCM_r6_MK1_20151229104225.csv,224.09825563118258
Kettle_TCM_r6_MK1_20151229104310.csv,224.62457074214225
Kettle_TCM_r6_MK1_20151229104234.csv,224.3613996752757
WaterHeater_AustriaEmailKRU052-A_r6_MK1_20151226153704.csv,225.9385536920572
Kettle_TCM_r6_MK1_20151229104254.csv,224.4192435931737
Kettle_TCM_r6_MK1_20151229104317.csv,224.3876324901295
WaterHeater_AustriaEmailKRU052-A_r6_MK1_20151226153837.csv,227.43787828577808
WaterHeater_AustriaEmailKRU052-A_r6_MK1_20151226153735.csv,227.84821287836536
WaterHeater_AustriaEmailKRU052-A_r6_MK1_20151226153814.csv,227.5939921284211
WaterHeater_AustriaEmailKRU052-A_r6_MK1_20151226153829.csv,227.25244909443393
WaterHeater_AustriaEmailKRU052-A_r6_MK1_20151226153805.csv,228.01839269105122
WaterHeater_AustriaEmailKRU052-A_r6_MK1_20151226153751.csv,228.15609090537595
WaterHeater_AustriaEmailKRU052-A_r6_MK1_20151226153847.csv,227.10074640035361
WaterHeater_AustriaEmailKRU052-A_r6_MK1_20151226153719.csv,227.8562677730955
WaterHeater_AustriaEmailKRU052-A_r6_MK1_20151226153856.csv,227.23754577521257
WaterHeater_StiebelEltronSNU5S_r1_MK1_20160126152735.csv,222.63709697777992
WaterHeater_StiebelEltronSNU5S_r1_MK1_20160126152745.csv,222.86051527445798
WaterHeater_StiebelEltronSNU5S_r1_MK1_20160126152808.csv,222.8760955709371
WaterHeater_StiebelEltronSNU5S_r1_MK1_20160126152826.csv,222.85023175454248
WaterHeater_StiebelEltronSNU5S_r1_MK1_20160126152834.csv,222.96641649495626
WaterHeater_StiebelEltronSNU5S_r1_MK1_20160126152842.csv,222.97980664872856
WaterHeater_StiebelEltronSNU5S_r1_MK1_20160126152850.csv,222.91626054425743
WaterHeater_StiebelEltronSNU5S_r1_MK1_20160126152857.csv,223.01391616498898
WaterHeater_StiebelEltronSNU5S_r1_MK1_20160126152905.csv,222.9425698026041
WaterHeater_StiebelEltronSNU5S_r1_MK1_20160126152913.csv,222.91309470778046
WaterHeater_StiebelEltronSN10S_r1_MK1_20160126153533.csv,223.83286777659023
WaterHeater_StiebelEltronSN10S_r1_MK1_20160126153541.csv,223.74921243922338
WaterHeater_StiebelEltronSN10S_r1_MK1_20160126153548.csv,223.78233682876618
WaterHeater_StiebelEltronSN10S_r1_MK1_20160126153556.csv,223.81745729565444
WaterHeater_StiebelEltronSN10S_r1_MK1_20160126153604.csv,223.84642526797964
WaterHeater_StiebelEltronSN10S_r1_MK1_20160126153612.csv,223.75367490339406
WaterHeater_StiebelEltronSN10S_r1_MK1_20160126153620.csv,223.66147991680697
WaterHeater_StiebelEltronSN10S_r1_MK1_20160126153630.csv,223.7887492779873
WaterHeater_StiebelEltronSN10S_r1_MK1_20160126153638.csv,223.77764525740466
WaterHeater_StiebelEltronSN10S_r1_MK1_20160126153648.csv,223.72538216676625
Laptop_Schenker-W503_r1_MK1_20160126161033.csv,226.90941481765174
Laptop_Schenker-W503_r1_MK1_20160126161054.csv,226.9473975337819
Laptop_Schenker-W503_r1_MK1_20160126161121.csv,227.21703701984714
Laptop_Schenker-W503_r1_MK1_20160126161142.csv,227.02611755144358
Laptop_Schenker-W503_r1_MK1_20160126161205.csv,226.73572272447564
Laptop_Schenker-W503_r1_MK1_20160126161228.csv,226.99989886179011
Laptop_Schenker-W503_r1_MK1_20160126161251.csv,226.86980867596245
Laptop_Schenker-W503_r1_MK1_20160126161312.csv,226.92492767645024
Laptop_Schenker-W503_r1_MK1_20160126161334.csv,226.84641558466512
Laptop_Schenker-W503_r1_MK1_20160126161357.csv,226.83757011206637
SandwichMaker_ClatronicST3011_r2_MK1_20160503220543.csv,227.40524368211643
SandwichMaker_ClatronicST3011_r2_MK1_20160503220552.csv,227.69742659818607
SandwichMaker_ClatronicST3011_r2_MK1_20160503220614.csv,227.5187785691664
SandwichMaker_ClatronicST3011_r2_MK1_20160503220647.csv,227.91577464575786
SandwichMaker_ClatronicST3011_r2_MK1_20160503220746.csv,227.36172275636218
SandwichMaker_ClatronicST3011_r2_MK1_20160503220753.csv,227.60020634895895
SandwichMaker_ClatronicST3011_r2_MK1_20160503220800.csv,227.70154785087988
SandwichMaker_ClatronicST3011_r2_MK1_20160503220809.csv,228.23242703754025
SandwichMaker_ClatronicST3011_r2_MK1_20160503220818.csv,228.1511974558617
SandwichMaker_ClatronicST3011_r2_MK1_20160503220826.csv,228.02049229898344
RiceCooker_PanasonicSRG06_r2_MK1_20160503221300.csv,227.8303014333228
RiceCooker_PanasonicSRG06_r2_MK1_20160503221311.csv,227.59736244870106
RiceCooker_PanasonicSRG06_r2_MK1_20160503221319.csv,227.76302466800263
RiceCooker_PanasonicSRG06_r2_MK1_20160503221326.csv,228.00850659707308
RiceCooker_PanasonicSRG06_r2_MK1_20160503221332.csv,228.40586226180454
RiceCooker_PanasonicSRG06_r2_MK1_20160503221339.csv,228.28343913083904
RiceCooker_PanasonicSRG06_r2_MK1_20160503221348.csv,228.04095257963806
RiceCooker_PanasonicSRG06_r2_MK1_20160503221356.csv,227.76184502711234
RiceCooker_PanasonicSRG06_r2_MK1_20160503221402.csv,227.98763160735038
RiceCooker_PanasonicSRG06_r2_MK1_20160503221414.csv,228.07377649714996
RiceCooker_arendo301224_r2_MK1_20160503221730.csv,227.7530468752384
